municipio_codigo,municipio_nombre,distrito_codigo,distrito_nombre,barrio_codigo,barrio_nombre,sexo,nacionalidad,poblacion_empadronada
79,Madrid,79601,Centro,796013,Cortes,Mujer,Africa,41
79,Madrid,79601,Centro,796013,Cortes,Mujer,América Central y del Caribe,57
79,Madrid,79601,Centro,796013,Cortes,Mujer,América del Norte,171
79,Madrid,79601,Centro,796013,Cortes,Mujer,América del Sur,255
79,Madrid,79601,Centro,796013,Cortes,Mujer,Apátridas,0
79,Madrid,79601,Centro,796013,Cortes,Mujer,Asia,130
79,Madrid,79601,Centro,796013,Cortes,Mujer,Oceanía,6
79,Madrid,79601,Centro,796013,Cortes,Mujer,Otros países de América,0
79,Madrid,79601,Centro,796013,Cortes,Mujer,Resto de Europa,41
79,Madrid,79601,Centro,796013,Cortes,Mujer,Unión Europea,4593
79,Madrid,79601,Centro,796014,Justicia,Hombre,Africa,56
79,Madrid,79601,Centro,796014,Justicia,Hombre,América Central y del Caribe,77
79,Madrid,79601,Centro,796014,Justicia,Hombre,América del Norte,166
79,Madrid,79601,Centro,796014,Justicia,Hombre,América del Sur,363
79,Madrid,79601,Centro,796014,Justicia,Hombre,Apátridas,0
79,Madrid,79601,Centro,796014,Justicia,Hombre,Asia,277
79,Madrid,79601,Centro,796014,Justicia,Hombre,Oceanía,7
79,Madrid,79601,Centro,796014,Justicia,Hombre,Otros países de América,0
79,Madrid,79601,Centro,796014,Justicia,Hombre,Resto de Europa,50
79,Madrid,79601,Centro,796014,Justicia,Hombre,Unión Europea,7157
79,Madrid,79601,Centro,796014,Justicia,Mujer,Africa,40
79,Madrid,79601,Centro,796014,Justicia,Mujer,América Central y del Caribe,75
79,Madrid,79601,Centro,796014,Justicia,Mujer,América del Norte,207
79,Madrid,79601,Centro,796014,Justicia,Mujer,América del Sur,295
79,Madrid,79601,Centro,796014,Justicia,Mujer,Apátridas,0
79,Madrid,79601,Centro,796014,Justicia,Mujer,Asia,320
79,Madrid,79601,Centro,796014,Justicia,Mujer,Oceanía,10
79,Madrid,79601,Centro,796014,Justicia,Mujer,Otros países de América,0
79,Madrid,79601,Centro,796014,Justicia,Mujer,Resto de Europa,54
79,Madrid,79601,Centro,796014,Justicia,Mujer,Unión Europea,7246
79,Madrid,79601,Centro,796015,Universidad,Hombre,Africa,146
79,Madrid,79601,Centro,796015,Universidad,Hombre,América Central y del Caribe,148
79,Madrid,79601,Centro,796015,Universidad,Hombre,América del Norte,253
79,Madrid,79601,Centro,796015,Universidad,Hombre,América del Sur,701
79,Madrid,79601,Centro,796015,Universidad,Hombre,Apátridas,2
79,Madrid,79601,Centro,796015,Universidad,Hombre,Asia,719
79,Madrid,79601,Centro,796015,Universidad,Hombre,Oceanía,13
79,Madrid,79601,Centro,796015,Universidad,Hombre,Otros países de América,0
79,Madrid,79601,Centro,796015,Universidad,Hombre,Resto de Europa,64
79,Madrid,79601,Centro,796015,Universidad,Hombre,Unión Europea,12817
79,Madrid,79601,Centro,796015,Universidad,Mujer,Africa,89
79,Madrid,79601,Centro,796015,Universidad,Mujer,América Central y del Caribe,150
79,Madrid,79601,Centro,796015,Universidad,Mujer,América del Norte,404
79,Madrid,79601,Centro,796015,Universidad,Mujer,América del Sur,673
79,Madrid,79601,Centro,796015,Universidad,Mujer,Apátridas,1
79,Madrid,79601,Centro,796015,Universidad,Mujer,Asia,786
79,Madrid,79601,Centro,796015,Universidad,Mujer,Oceanía,12
79,Madrid,79601,Centro,796015,Universidad,Mujer,Otros países de América,0
79,Madrid,79601,Centro,796015,Universidad,Mujer,Resto de Europa,114
79,Madrid,79601,Centro,796015,Universidad,Mujer,Unión Europea,13646
79,Madrid,79601,Centro,796016,Sol,Hombre,Africa,63
79,Madrid,79601,Centro,796016,Sol,Hombre,América Central y del Caribe,50
79,Madrid,79601,Centro,796016,Sol,Hombre,América del Norte,91
79,Madrid,79601,Centro,796016,Sol,Hombre,América del Sur,202
79,Madrid,79601,Centro,796016,Sol,Hombre,Apátridas,0
79,Madrid,79601,Centro,796016,Sol,Hombre,Asia,135
79,Madrid,79601,Centro,796016,Sol,Hombre,Oceanía,5
79,Madrid,79601,Centro,796016,Sol,Hombre,Otros países de América,0
79,Madrid,79601,Centro,796016,Sol,Hombre,Resto de Europa,32
79,Madrid,79601,Centro,796016,Sol,Hombre,Unión Europea,3128
79,Madrid,79601,Centro,796016,Sol,Mujer,Africa,31
79,Madrid,79601,Centro,796016,Sol,Mujer,América Central y del Caribe,39
79,Madrid,79601,Centro,796016,Sol,Mujer,América del Norte,105
79,Madrid,79601,Centro,796016,Sol,Mujer,América del Sur,179
79,Madrid,79601,Centro,796016,Sol,Mujer,Apátridas,0
79,Madrid,79601,Centro,796016,Sol,Mujer,Asia,147
79,Madrid,79601,Centro,796016,Sol,Mujer,Oceanía,8
79,Madrid,79601,Centro,796016,Sol,Mujer,Otros países de América,0
79,Madrid,79601,Centro,796016,Sol,Mujer,Resto de Europa,41
79,Madrid,79601,Centro,796016,Sol,Mujer,Unión Europea,3081
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,Africa,48
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,América Central y del Caribe,41
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,América del Norte,31
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,América del Sur,198
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,Apátridas,0
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,Asia,110
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,Oceanía,1
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,Otros países de América,0
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,Resto de Europa,10
79,Madrid,79602,Arganzuela,796021,Imperial,Hombre,Unión Europea,10026
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,Africa,25
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,América Central y del Caribe,73
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,América del Norte,42
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,América del Sur,240
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,Apátridas,0
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,Asia,125
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,Oceanía,2
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,Otros países de América,0
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,Resto de Europa,33
79,Madrid,79602,Arganzuela,796021,Imperial,Mujer,Unión Europea,11638
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,Africa,122
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,América Central y del Caribe,59
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,América del Norte,55
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,América del Sur,258
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,Apátridas,1
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,Asia,244
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,Oceanía,3
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,Otros países de América,0
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,Resto de Europa,21
79,Madrid,79602,Arganzuela,796022,Las Acacias,Hombre,Unión Europea,16121
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,Africa,58
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,América Central y del Caribe,95
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,América del Norte,61
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,América del Sur,348
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,Apátridas,0
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,Asia,215
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,Oceanía,3
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,Otros países de América,0
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,Resto de Europa,45
79,Madrid,79602,Arganzuela,796022,Las Acacias,Mujer,Unión Europea,18941
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,Africa,109
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,América Central y del Caribe,164
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,América del Norte,21
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,América del Sur,439
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,Apátridas,1
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,Asia,197
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,Oceanía,0
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,Otros países de América,0
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,Resto de Europa,34
79,Madrid,79602,Arganzuela,796023,La Chopera,Hombre,Unión Europea,7877
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,Africa,48
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,América Central y del Caribe,203
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,América del Norte,29
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,América del Sur,555
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,Apátridas,0
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,Asia,215
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,Oceanía,0
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,Otros países de América,0
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,Resto de Europa,60
79,Madrid,79602,Arganzuela,796023,La Chopera,Mujer,Unión Europea,9803
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,Africa,30
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,América Central y del Caribe,31
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,América del Norte,19
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,América del Sur,173
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,Apátridas,0
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,Asia,120
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,Oceanía,1
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,Otros países de América,0
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,Resto de Europa,17
79,Madrid,79602,Arganzuela,796024,Legazpi,Hombre,Unión Europea,8864
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,Africa,19
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,América Central y del Caribe,44
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,América del Norte,36
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,América del Sur,188
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,Apátridas,0
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,Asia,145
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,Oceanía,0
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,Otros países de América,0
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,Resto de Europa,29
79,Madrid,79602,Arganzuela,796024,Legazpi,Mujer,Unión Europea,9226
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,Africa,100
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,América Central y del Caribe,96
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,América del Norte,45
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,América del Sur,428
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,Apátridas,0
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,Asia,301
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,Oceanía,3
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,Otros países de América,0
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,Resto de Europa,28
79,Madrid,79602,Arganzuela,796025,Delicias,Hombre,Unión Europea,11684
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,Africa,44
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,América Central y del Caribe,168
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,América del Norte,61
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,América del Sur,493
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,Apátridas,0
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,Asia,349
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,Oceanía,3
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,Otros países de América,0
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,Resto de Europa,54
79,Madrid,79602,Arganzuela,796025,Delicias,Mujer,Unión Europea,13412
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,Africa,218
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,América Central y del Caribe,158
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,América del Norte,90
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,América del Sur,461
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,Apátridas,1
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,Asia,380
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,Oceanía,2
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,Otros países de América,0
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,Resto de Europa,54
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Hombre,Unión Europea,10464
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,Africa,77
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,América Central y del Caribe,223
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,América del Norte,124
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,América del Sur,507
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,Apátridas,0
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,Asia,414
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,Oceanía,2
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,Otros países de América,0
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,Resto de Europa,93
79,Madrid,79602,Arganzuela,796026,Palos de Moguer,Mujer,Unión Europea,12324
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,Africa,0
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,América Central y del Caribe,0
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,América del Norte,1
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,América del Sur,6
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,Apátridas,0
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,Asia,0
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,Oceanía,0
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,Otros países de América,0
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,Resto de Europa,1
79,Madrid,79602,Arganzuela,796027,Atocha,Hombre,Unión Europea,535
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,Africa,0
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,América Central y del Caribe,1
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,América del Norte,1
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,América del Sur,6
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,Apátridas,0
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,Asia,2
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,Oceanía,0
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,Otros países de América,0
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,Resto de Europa,7
79,Madrid,79602,Arganzuela,796027,Atocha,Mujer,Unión Europea,547
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,Africa,68
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,América Central y del Caribe,106
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,América del Norte,71
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,América del Sur,313
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,Apátridas,0
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,Asia,177
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,Oceanía,2
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,Otros países de América,0
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,Resto de Europa,31
79,Madrid,79603,Retiro,796031,Pacífico,Hombre,Unión Europea,14249
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,Africa,36
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,América Central y del Caribe,223
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,América del Norte,87
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,América del Sur,512
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,Apátridas,0
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,Asia,171
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,Oceanía,2
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,Otros países de América,0
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,Resto de Europa,69
79,Madrid,79603,Retiro,796031,Pacífico,Mujer,Unión Europea,17529
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,Africa,58
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,América Central y del Caribe,12
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,América del Norte,36
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,América del Sur,139
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,Apátridas,0
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,Asia,95
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,Oceanía,1
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,Otros países de América,0
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,Resto de Europa,17
79,Madrid,79603,Retiro,796032,Adelfas,Hombre,Unión Europea,7965
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,Africa,46
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,América Central y del Caribe,53
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,América del Norte,37
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,América del Sur,198
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,Apátridas,0
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,Asia,103
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,Oceanía,0
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,Otros países de América,0
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,Resto de Europa,35
79,Madrid,79603,Retiro,796032,Adelfas,Mujer,Unión Europea,9353
79,Madrid,79603,Retiro,796033,Estrella,Hombre,Africa,19
79,Madrid,79603,Retiro,796033,Estrella,Hombre,América Central y del Caribe,15
79,Madrid,79603,Retiro,796033,Estrella,Hombre,América del Norte,12
79,Madrid,79603,Retiro,796033,Estrella,Hombre,América del Sur,84
79,Madrid,79603,Retiro,796033,Estrella,Hombre,Apátridas,0
79,Madrid,79603,Retiro,796033,Estrella,Hombre,Asia,48
79,Madrid,79603,Retiro,796033,Estrella,Hombre,Oceanía,4
79,Madrid,79603,Retiro,796033,Estrella,Hombre,Otros países de América,0
79,Madrid,79603,Retiro,796033,Estrella,Hombre,Resto de Europa,9
79,Madrid,79603,Retiro,796033,Estrella,Hombre,Unión Europea,10542
79,Madrid,79603,Retiro,796033,Estrella,Mujer,Africa,18
79,Madrid,79603,Retiro,796033,Estrella,Mujer,América Central y del Caribe,37
79,Madrid,79603,Retiro,796033,Estrella,Mujer,América del Norte,36
79,Madrid,79603,Retiro,796033,Estrella,Mujer,América del Sur,161
79,Madrid,79603,Retiro,796033,Estrella,Mujer,Apátridas,0
79,Madrid,79603,Retiro,796033,Estrella,Mujer,Asia,54
79,Madrid,79603,Retiro,796033,Estrella,Mujer,Oceanía,1
79,Madrid,79603,Retiro,796033,Estrella,Mujer,Otros países de América,0
79,Madrid,79603,Retiro,796033,Estrella,Mujer,Resto de Europa,28
79,Madrid,79603,Retiro,796033,Estrella,Mujer,Unión Europea,12088
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,Africa,23
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,América Central y del Caribe,50
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,América del Norte,54
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,América del Sur,203
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,Apátridas,1
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,Asia,117
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,Oceanía,0
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,Otros países de América,0
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,Resto de Europa,24
79,Madrid,79603,Retiro,796034,Ibiza,Hombre,Unión Europea,8868
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,Africa,27
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,América Central y del Caribe,102
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,América del Norte,95
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,América del Sur,370
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,Apátridas,0
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,Asia,131
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,Oceanía,1
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,Otros países de América,0
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,Resto de Europa,55
79,Madrid,79603,Retiro,796034,Ibiza,Mujer,Unión Europea,11228
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,Africa,6
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,América Central y del Caribe,8
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,América del Norte,48
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,América del Sur,64
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,Apátridas,0
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,Asia,10
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,Oceanía,2
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,Otros países de América,0
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,Resto de Europa,17
79,Madrid,79603,Retiro,796035,Jerónimos,Hombre,Unión Europea,3148
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,Africa,7
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,América Central y del Caribe,27
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,América del Norte,62
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,América del Sur,102
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,Apátridas,0
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,Asia,28
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,Oceanía,1
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,Otros países de América,0
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,Resto de Europa,17
79,Madrid,79603,Retiro,796035,Jerónimos,Mujer,Unión Europea,3504
79,Madrid,79603,Retiro,796036,Niño Jesús,Hombre,Africa,10
79,Madrid,79603,Retiro,796036,Niño Jesús,Hombre,América Central y del Caribe,11
79,Madrid,79603,Retiro,796036,Niño Jesús,Hombre,América del Norte,28
79,Madrid,79603,Retiro,796036,Niño Jesús,Hombre,América del Sur,45
79,Madrid,79603,Retiro,796036,Niño Jesús,Hombre,Apátridas,0
79,Madrid,79603,Retiro,796036,Niño Jesús,Hombre,Asia,23
79,Madrid,79603,Retiro,796036,Niño Jesús,Hombre,Oceanía,4
