municipio_codigo;municipio_nombre;sexo;nacionalidad;poblacion_empadronada
030;Cabrera (La);Mujer;Africa;35
030;Cabrera (La);Mujer;América Central y del Caribe;9
030;Cabrera (La);Mujer;América del Norte;2
030;Cabrera (La);Mujer;América del Sur;30
030;Cabrera (La);Mujer;Apátridas;0
030;Cabrera (La);Mujer;Asia;3
030;Cabrera (La);Mujer;Oceanía;0
030;Cabrera (La);Mujer;Otros países de América;0
030;Cabrera (La);Mujer;Resto de Europa;22
030;Cabrera (La);Mujer;Unión Europea;1191
031;Cadalso de los Vidrios;Hombre;Africa;98
031;Cadalso de los Vidrios;Hombre;América Central y del Caribe;7
031;Cadalso de los Vidrios;Hombre;América del Norte;0
031;Cadalso de los Vidrios;Hombre;América del Sur;15
031;Cadalso de los Vidrios;Hombre;Apátridas;0
031;Cadalso de los Vidrios;Hombre;Asia;1
031;Cadalso de los Vidrios;Hombre;Oceanía;1
031;Cadalso de los Vidrios;Hombre;Otros países de América;0
031;Cadalso de los Vidrios;Hombre;Resto de Europa;1
031;Cadalso de los Vidrios;Hombre;Unión Europea;1476
031;Cadalso de los Vidrios;Mujer;Africa;77
031;Cadalso de los Vidrios;Mujer;América Central y del Caribe;6
031;Cadalso de los Vidrios;Mujer;América del Norte;2
031;Cadalso de los Vidrios;Mujer;América del Sur;15
031;Cadalso de los Vidrios;Mujer;Apátridas;0
031;Cadalso de los Vidrios;Mujer;Asia;3
031;Cadalso de los Vidrios;Mujer;Oceanía;1
031;Cadalso de los Vidrios;Mujer;Otros países de América;0
031;Cadalso de los Vidrios;Mujer;Resto de Europa;4
031;Cadalso de los Vidrios;Mujer;Unión Europea;1346
032;Camarma de Esteruelas;Hombre;Africa;40
032;Camarma de Esteruelas;Hombre;América Central y del Caribe;15
032;Camarma de Esteruelas;Hombre;América del Norte;34
032;Camarma de Esteruelas;Hombre;América del Sur;33
032;Camarma de Esteruelas;Hombre;Apátridas;0
032;Camarma de Esteruelas;Hombre;Asia;11
032;Camarma de Esteruelas;Hombre;Oceanía;1
032;Camarma de Esteruelas;Hombre;Otros países de América;0
032;Camarma de Esteruelas;Hombre;Resto de Europa;14
032;Camarma de Esteruelas;Hombre;Unión Europea;3442
032;Camarma de Esteruelas;Mujer;Africa;41
032;Camarma de Esteruelas;Mujer;América Central y del Caribe;14
032;Camarma de Esteruelas;Mujer;América del Norte;38
032;Camarma de Esteruelas;Mujer;América del Sur;40
032;Camarma de Esteruelas;Mujer;Apátridas;0
032;Camarma de Esteruelas;Mujer;Asia;14
032;Camarma de Esteruelas;Mujer;Oceanía;0
032;Camarma de Esteruelas;Mujer;Otros países de América;0
032;Camarma de Esteruelas;Mujer;Resto de Europa;16
032;Camarma de Esteruelas;Mujer;Unión Europea;3331
033;Campo Real;Hombre;Africa;67
033;Campo Real;Hombre;América Central y del Caribe;8
033;Campo Real;Hombre;América del Norte;2
033;Campo Real;Hombre;América del Sur;32
033;Campo Real;Hombre;Apátridas;0
033;Campo Real;Hombre;Asia;13
033;Campo Real;Hombre;Oceanía;0
033;Campo Real;Hombre;Otros países de América;0
033;Campo Real;Hombre;Resto de Europa;3
033;Campo Real;Hombre;Unión Europea;2897
033;Campo Real;Mujer;Africa;59
033;Campo Real;Mujer;América Central y del Caribe;8
033;Campo Real;Mujer;América del Norte;5
033;Campo Real;Mujer;América del Sur;46
033;Campo Real;Mujer;Apátridas;0
033;Campo Real;Mujer;Asia;5
033;Campo Real;Mujer;Oceanía;0
033;Campo Real;Mujer;Otros países de América;0
033;Campo Real;Mujer;Resto de Europa;5
033;Campo Real;Mujer;Unión Europea;2845
034;Canencia;Hombre;Africa;0
034;Canencia;Hombre;América Central y del Caribe;1
034;Canencia;Hombre;América del Norte;0
034;Canencia;Hombre;América del Sur;2
034;Canencia;Hombre;Apátridas;0
034;Canencia;Hombre;Asia;0
034;Canencia;Hombre;Oceanía;0
034;Canencia;Hombre;Otros países de América;0
034;Canencia;Hombre;Resto de Europa;1
034;Canencia;Hombre;Unión Europea;237
034;Canencia;Mujer;Africa;0
034;Canencia;Mujer;América Central y del Caribe;1
034;Canencia;Mujer;América del Norte;0
034;Canencia;Mujer;América del Sur;3
034;Canencia;Mujer;Apátridas;0
034;Canencia;Mujer;Asia;0
034;Canencia;Mujer;Oceanía;0
034;Canencia;Mujer;Otros países de América;0
034;Canencia;Mujer;Resto de Europa;0
034;Canencia;Mujer;Unión Europea;203
035;Carabaña;Hombre;Africa;3
035;Carabaña;Hombre;América Central y del Caribe;1
035;Carabaña;Hombre;América del Norte;0
035;Carabaña;Hombre;América del Sur;10
035;Carabaña;Hombre;Apátridas;0
035;Carabaña;Hombre;Asia;8
035;Carabaña;Hombre;Oceanía;0
035;Carabaña;Hombre;Otros países de América;0
035;Carabaña;Hombre;Resto de Europa;4
035;Carabaña;Hombre;Unión Europea;935
035;Carabaña;Mujer;Africa;4
035;Carabaña;Mujer;América Central y del Caribe;5
035;Carabaña;Mujer;América del Norte;1
035;Carabaña;Mujer;América del Sur;7
035;Carabaña;Mujer;Apátridas;0
035;Carabaña;Mujer;Asia;5
035;Carabaña;Mujer;Oceanía;0
035;Carabaña;Mujer;Otros países de América;0
035;Carabaña;Mujer;Resto de Europa;10
035;Carabaña;Mujer;Unión Europea;947
036;Casarrubuelos;Hombre;Africa;22
036;Casarrubuelos;Hombre;América Central y del Caribe;2
036;Casarrubuelos;Hombre;América del Norte;0
036;Casarrubuelos;Hombre;América del Sur;18
036;Casarrubuelos;Hombre;Apátridas;0
036;Casarrubuelos;Hombre;Asia;9
036;Casarrubuelos;Hombre;Oceanía;0
036;Casarrubuelos;Hombre;Otros países de América;0
036;Casarrubuelos;Hombre;Resto de Europa;2
036;Casarrubuelos;Hombre;Unión Europea;1814
036;Casarrubuelos;Mujer;Africa;18
036;Casarrubuelos;Mujer;América Central y del Caribe;5
036;Casarrubuelos;Mujer;América del Norte;1
036;Casarrubuelos;Mujer;América del Sur;26
036;Casarrubuelos;Mujer;Apátridas;0
036;Casarrubuelos;Mujer;Asia;7
036;Casarrubuelos;Mujer;Oceanía;0
036;Casarrubuelos;Mujer;Otros países de América;0
036;Casarrubuelos;Mujer;Resto de Europa;1
036;Casarrubuelos;Mujer;Unión Europea;1725
037;Cenicientos;Hombre;Africa;49
037;Cenicientos;Hombre;América Central y del Caribe;1
037;Cenicientos;Hombre;América del Norte;1
037;Cenicientos;Hombre;América del Sur;4
037;Cenicientos;Hombre;Apátridas;0
037;Cenicientos;Hombre;Asia;2
037;Cenicientos;Hombre;Oceanía;0
037;Cenicientos;Hombre;Otros países de América;0
037;Cenicientos;Hombre;Resto de Europa;0
037;Cenicientos;Hombre;Unión Europea;916
037;Cenicientos;Mujer;Africa;34
037;Cenicientos;Mujer;América Central y del Caribe;0
037;Cenicientos;Mujer;América del Norte;0
037;Cenicientos;Mujer;América del Sur;4
037;Cenicientos;Mujer;Apátridas;0
037;Cenicientos;Mujer;Asia;2
037;Cenicientos;Mujer;Oceanía;0
037;Cenicientos;Mujer;Otros países de América;0
037;Cenicientos;Mujer;Resto de Europa;0
037;Cenicientos;Mujer;Unión Europea;971
038;Cercedilla;Hombre;Africa;190
038;Cercedilla;Hombre;América Central y del Caribe;24
038;Cercedilla;Hombre;América del Norte;7
038;Cercedilla;Hombre;América del Sur;45
038;Cercedilla;Hombre;Apátridas;0
038;Cercedilla;Hombre;Asia;16
038;Cercedilla;Hombre;Oceanía;0
038;Cercedilla;Hombre;Otros países de América;0
038;Cercedilla;Hombre;Resto de Europa;12
038;Cercedilla;Hombre;Unión Europea;3059
038;Cercedilla;Mujer;Africa;134
038;Cercedilla;Mujer;América Central y del Caribe;44
038;Cercedilla;Mujer;América del Norte;5
038;Cercedilla;Mujer;América del Sur;55
038;Cercedilla;Mujer;Apátridas;0
038;Cercedilla;Mujer;Asia;7
038;Cercedilla;Mujer;Oceanía;1
038;Cercedilla;Mujer;Otros países de América;0
038;Cercedilla;Mujer;Resto de Europa;20
038;Cercedilla;Mujer;Unión Europea;3234
039;Cervera de Buitrago;Hombre;Africa;2
039;Cervera de Buitrago;Hombre;América Central y del Caribe;0
039;Cervera de Buitrago;Hombre;América del Norte;0
039;Cervera de Buitrago;Hombre;América del Sur;0
039;Cervera de Buitrago;Hombre;Apátridas;0
039;Cervera de Buitrago;Hombre;Asia;0
039;Cervera de Buitrago;Hombre;Oceanía;0
039;Cervera de Buitrago;Hombre;Otros países de América;0
039;Cervera de Buitrago;Hombre;Resto de Europa;0
039;Cervera de Buitrago;Hombre;Unión Europea;90
039;Cervera de Buitrago;Mujer;Africa;0
039;Cervera de Buitrago;Mujer;América Central y del Caribe;0
039;Cervera de Buitrago;Mujer;América del Norte;0
039;Cervera de Buitrago;Mujer;América del Sur;1
039;Cervera de Buitrago;Mujer;Apátridas;0
039;Cervera de Buitrago;Mujer;Asia;0
039;Cervera de Buitrago;Mujer;Oceanía;0
039;Cervera de Buitrago;Mujer;Otros países de América;0
039;Cervera de Buitrago;Mujer;Resto de Europa;0
039;Cervera de Buitrago;Mujer;Unión Europea;63
051;Chapinería;Hombre;Africa;67
051;Chapinería;Hombre;América Central y del Caribe;0
051;Chapinería;Hombre;América del Norte;0
051;Chapinería;Hombre;América del Sur;19
051;Chapinería;Hombre;Apátridas;0
051;Chapinería;Hombre;Asia;7
051;Chapinería;Hombre;Oceanía;0
051;Chapinería;Hombre;Otros países de América;0
051;Chapinería;Hombre;Resto de Europa;1
051;Chapinería;Hombre;Unión Europea;1041
051;Chapinería;Mujer;Africa;39
051;Chapinería;Mujer;América Central y del Caribe;0
051;Chapinería;Mujer;América del Norte;0
051;Chapinería;Mujer;América del Sur;21
051;Chapinería;Mujer;Apátridas;0
051;Chapinería;Mujer;Asia;5
051;Chapinería;Mujer;Oceanía;0
051;Chapinería;Mujer;Otros países de América;0
051;Chapinería;Mujer;Resto de Europa;5
051;Chapinería;Mujer;Unión Europea;1020
052;Chinchón;Hombre;Africa;68
052;Chinchón;Hombre;América Central y del Caribe;3
052;Chinchón;Hombre;América del Norte;3
052;Chinchón;Hombre;América del Sur;48
052;Chinchón;Hombre;Apátridas;0
052;Chinchón;Hombre;Asia;4
052;Chinchón;Hombre;Oceanía;0
052;Chinchón;Hombre;Otros países de América;0
052;Chinchón;Hombre;Resto de Europa;13
052;Chinchón;Hombre;Unión Europea;2506
052;Chinchón;Mujer;Africa;42
052;Chinchón;Mujer;América Central y del Caribe;8
052;Chinchón;Mujer;América del Norte;6
052;Chinchón;Mujer;América del Sur;54
052;Chinchón;Mujer;Apátridas;0
052;Chinchón;Mujer;Asia;14
052;Chinchón;Mujer;Oceanía;0
052;Chinchón;Mujer;Otros países de América;0
052;Chinchón;Mujer;Resto de Europa;14
052;Chinchón;Mujer;Unión Europea;2457
040;Ciempozuelos;Hombre;Africa;417
040;Ciempozuelos;Hombre;América Central y del Caribe;33
040;Ciempozuelos;Hombre;América del Norte;6
040;Ciempozuelos;Hombre;América del Sur;238
040;Ciempozuelos;Hombre;Apátridas;0
040;Ciempozuelos;Hombre;Asia;58
040;Ciempozuelos;Hombre;Oceanía;0
040;Ciempozuelos;Hombre;Otros países de América;0
040;Ciempozuelos;Hombre;Resto de Europa;64
040;Ciempozuelos;Hombre;Unión Europea;11135
040;Ciempozuelos;Mujer;Africa;341
040;Ciempozuelos;Mujer;América Central y del Caribe;52
040;Ciempozuelos;Mujer;América del Norte;13
040;Ciempozuelos;Mujer;América del Sur;283
040;Ciempozuelos;Mujer;Apátridas;0
040;Ciempozuelos;Mujer;Asia;53
040;Ciempozuelos;Mujer;Oceanía;0
040;Ciempozuelos;Mujer;Otros países de América;0
040;Ciempozuelos;Mujer;Resto de Europa;73
040;Ciempozuelos;Mujer;Unión Europea;10971
041;Cobeña;Hombre;Africa;21
041;Cobeña;Hombre;América Central y del Caribe;6
041;Cobeña;Hombre;América del Norte;6
041;Cobeña;Hombre;América del Sur;46
041;Cobeña;Hombre;Apátridas;0
041;Cobeña;Hombre;Asia;10
041;Cobeña;Hombre;Oceanía;0
041;Cobeña;Hombre;Otros países de América;0
041;Cobeña;Hombre;Resto de Europa;16
041;Cobeña;Hombre;Unión Europea;3429
041;Cobeña;Mujer;Africa;21
041;Cobeña;Mujer;América Central y del Caribe;16
041;Cobeña;Mujer;América del Norte;10
041;Cobeña;Mujer;América del Sur;77
041;Cobeña;Mujer;Apátridas;0
041;Cobeña;Mujer;Asia;17
041;Cobeña;Mujer;Oceanía;0
041;Cobeña;Mujer;Otros países de América;0
041;Cobeña;Mujer;Resto de Europa;26
041;Cobeña;Mujer;Unión Europea;3462
046;Collado Mediano;Hombre;Africa;186
046;Collado Mediano;Hombre;América Central y del Caribe;12
046;Collado Mediano;Hombre;América del Norte;7
046;Collado Mediano;Hombre;América del Sur;36
046;Collado Mediano;Hombre;Apátridas;0
046;Collado Mediano;Hombre;Asia;18
046;Collado Mediano;Hombre;Oceanía;2
046;Collado Mediano;Hombre;Otros países de América;0
046;Collado Mediano;Hombre;Resto de Europa;11
046;Collado Mediano;Hombre;Unión Europea;3064
046;Collado Mediano;Mujer;Africa;180
046;Collado Mediano;Mujer;América Central y del Caribe;13
046;Collado Mediano;Mujer;América del Norte;9
046;Collado Mediano;Mujer;América del Sur;38
046;Collado Mediano;Mujer;Apátridas;0
046;Collado Mediano;Mujer;Asia;6
046;Collado Mediano;Mujer;Oceanía;0
046;Collado Mediano;Mujer;Otros países de América;0
046;Collado Mediano;Mujer;Resto de Europa;13
046;Collado Mediano;Mujer;Unión Europea;3071
047;Collado Villalba;Hombre;Africa;1460
047;Collado Villalba;Hombre;América Central y del Caribe;194
047;Collado Villalba;Hombre;América del Norte;34
047;Collado Villalba;Hombre;América del Sur;1322
047;Collado Villalba;Hombre;Apátridas;0
047;Collado Villalba;Hombre;Asia;155
047;Collado Villalba;Hombre;Oceanía;0
047;Collado Villalba;Hombre;Otros países de América;0
047;Collado Villalba;Hombre;Resto de Europa;117
047;Collado Villalba;Hombre;Unión Europea;26987
047;Collado Villalba;Mujer;Africa;1167
047;Collado Villalba;Mujer;América Central y del Caribe;270
047;Collado Villalba;Mujer;América del Norte;52
047;Collado Villalba;Mujer;América del Sur;1608
047;Collado Villalba;Mujer;Apátridas;0
047;Collado Villalba;Mujer;Asia;131
047;Collado Villalba;Mujer;Oceanía;2
047;Collado Villalba;Mujer;Otros países de América;0
047;Collado Villalba;Mujer;Resto de Europa;181
047;Collado Villalba;Mujer;Unión Europea;28472
043;Colmenar de Oreja;Hombre;Africa;58
043;Colmenar de Oreja;Hombre;América Central y del Caribe;1
043;Colmenar de Oreja;Hombre;América del Norte;2
043;Colmenar de Oreja;Hombre;América del Sur;40
043;Colmenar de Oreja;Hombre;Apátridas;0
043;Colmenar de Oreja;Hombre;Asia;11
043;Colmenar de Oreja;Hombre;Oceanía;0
043;Colmenar de Oreja;Hombre;Otros países de América;0
043;Colmenar de Oreja;Hombre;Resto de Europa;4
043;Colmenar de Oreja;Hombre;Unión Europea;3843
043;Colmenar de Oreja;Mujer;Africa;35
043;Colmenar de Oreja;Mujer;América Central y del Caribe;10
043;Colmenar de Oreja;Mujer;América del Norte;7
043;Colmenar de Oreja;Mujer;América del Sur;42
043;Colmenar de Oreja;Mujer;Apátridas;0
043;Colmenar de Oreja;Mujer;Asia;10
043;Colmenar de Oreja;Mujer;Oceanía;0
043;Colmenar de Oreja;Mujer;Otros países de América;0
043;Colmenar de Oreja;Mujer;Resto de Europa;10
043;Colmenar de Oreja;Mujer;Unión Europea;3737
042;Colmenar del Arroyo;Hombre;Africa;37
042;Colmenar del Arroyo;Hombre;América Central y del Caribe;2
042;Colmenar del Arroyo;Hombre;América del Norte;1
042;Colmenar del Arroyo;Hombre;América del Sur;10
042;Colmenar del Arroyo;Hombre;Apátridas;0
042;Colmenar del Arroyo;Hombre;Asia;5
042;Colmenar del Arroyo;Hombre;Oceanía;0
042;Colmenar del Arroyo;Hombre;Otros países de América;0
042;Colmenar del Arroyo;Hombre;Resto de Europa;0
042;Colmenar del Arroyo;Hombre;Unión Europea;784
042;Colmenar del Arroyo;Mujer;Africa;35
042;Colmenar del Arroyo;Mujer;América Central y del Caribe;2
042;Colmenar del Arroyo;Mujer;América del Norte;0
042;Colmenar del Arroyo;Mujer;América del Sur;16
042;Colmenar del Arroyo;Mujer;Apátridas;0
042;Colmenar del Arroyo;Mujer;Asia;9
042;Colmenar del Arroyo;Mujer;Oceanía;0
042;Colmenar del Arroyo;Mujer;Otros países de América;0
042;Colmenar del Arroyo;Mujer;Resto de Europa;0
042;Colmenar del Arroyo;Mujer;Unión Europea;731
045;Colmenar Viejo;Hombre;Africa;664
045;Colmenar Viejo;Hombre;América Central y del Caribe;122
045;Colmenar Viejo;Hombre;América del Norte;32
045;Colmenar Viejo;Hombre;América del Sur;745
045;Colmenar Viejo;Hombre;Apátridas;0
045;Colmenar Viejo;Hombre;Asia;181
045;Colmenar Viejo;Hombre;Oceanía;1
045;Colmenar Viejo;Hombre;Otros países de América;0
045;Colmenar Viejo;Hombre;Resto de Europa;31
045;Colmenar Viejo;Hombre;Unión Europea;22253
045;Colmenar Viejo;Mujer;Africa;486
045;Colmenar Viejo;Mujer;América Central y del Caribe;173
045;Colmenar Viejo;Mujer;América del Norte;49
045;Colmenar Viejo;Mujer;América del Sur;922
045;Colmenar Viejo;Mujer;Apátridas;1
045;Colmenar Viejo;Mujer;Asia;126
045;Colmenar Viejo;Mujer;Oceanía;2
045;Colmenar Viejo;Mujer;Otros países de América;0
045;Colmenar Viejo;Mujer;Resto de Europa;82
045;Colmenar Viejo;Mujer;Unión Europea;22744
044;Colmenarejo;Hombre;Africa;107
044;Colmenarejo;Hombre;América Central y del Caribe;10
044;Colmenarejo;Hombre;América del Norte;8
044;Colmenarejo;Hombre;América del Sur;92
044;Colmenarejo;Hombre;Apátridas;0
044;Colmenarejo;Hombre;Asia;24
044;Colmenarejo;Hombre;Oceanía;0
044;Colmenarejo;Hombre;Otros países de América;1
044;Colmenarejo;Hombre;Resto de Europa;13
044;Colmenarejo;Hombre;Unión Europea;4179
044;Colmenarejo;Mujer;Africa;81
044;Colmenarejo;Mujer;América Central y del Caribe;17
044;Colmenarejo;Mujer;América del Norte;6
044;Colmenarejo;Mujer;América del Sur;108
044;Colmenarejo;Mujer;Apátridas;0
044;Colmenarejo;Mujer;Asia;18
044;Colmenarejo;Mujer;Oceanía;0
044;Colmenarejo;Mujer;Otros países de América;0
044;Colmenarejo;Mujer;Resto de Europa;22
044;Colmenarejo;Mujer;Unión Europea;4329
048;Corpa;Hombre;Africa;0
048;Corpa;Hombre;América Central y del Caribe;3
048;Corpa;Hombre;América del Norte;0
048;Corpa;Hombre;América del Sur;2
048;Corpa;Hombre;Apátridas;0
048;Corpa;Hombre;Asia;0
048;Corpa;Hombre;Oceanía;0
048;Corpa;Hombre;Otros países de América;0
048;Corpa;Hombre;Resto de Europa;0
048;Corpa;Hombre;Unión Europea;358
048;Corpa;Mujer;Africa;1
048;Corpa;Mujer;América Central y del Caribe;2
048;Corpa;Mujer;América del Norte;0
048;Corpa;Mujer;América del Sur;1
048;Corpa;Mujer;Apátridas;0
048;Corpa;Mujer;Asia;0
048;Corpa;Mujer;Oceanía;0
048;Corpa;Mujer;Otros países de América;0
048;Corpa;Mujer;Resto de Europa;2
048;Corpa;Mujer;Unión Europea;315
049;Coslada;Hombre;Africa;204
049;Coslada;Hombre;América Central y del Caribe;55
049;Coslada;Hombre;América del Norte;16
049;Coslada;Hombre;América del Sur;277
049;Coslada;Hombre;Apátridas;0
049;Coslada;Hombre;Asia;252
049;Coslada;Hombre;Oceanía;2
049;Coslada;Hombre;Otros países de América;0
049;Coslada;Hombre;Resto de Europa;63
049;Coslada;Hombre;Unión Europea;39913
049;Coslada;Mujer;Africa;134
049;Coslada;Mujer;América Central y del Caribe;95
049;Coslada;Mujer;América del Norte;35
049;Coslada;Mujer;América del Sur;356
049;Coslada;Mujer;Apátridas;0
049;Coslada;Mujer;Asia;218
049;Coslada;Mujer;Oceanía;1
049;Coslada;Mujer;Otros países de América;0
049;Coslada;Mujer;Resto de Europa;96
049;Coslada;Mujer;Unión Europea;41294
050;Cubas de la Sagra;Hombre;Africa;16
050;Cubas de la Sagra;Hombre;América Central y del Caribe;11
050;Cubas de la Sagra;Hombre;América del Norte;2
050;Cubas de la Sagra;Hombre;América del Sur;52
050;Cubas de la Sagra;Hombre;Apátridas;0
050;Cubas de la Sagra;Hombre;Asia;16
050;Cubas de la Sagra;Hombre;Oceanía;0
050;Cubas de la Sagra;Hombre;Otros países de América;0
050;Cubas de la Sagra;Hombre;Resto de Europa;3
050;Cubas de la Sagra;Hombre;Unión Europea;2924
050;Cubas de la Sagra;Mujer;Africa;15
050;Cubas de la Sagra;Mujer;América Central y del Caribe;15
050;Cubas de la Sagra;Mujer;América del Norte;2
050;Cubas de la Sagra;Mujer;América del Sur;64
050;Cubas de la Sagra;Mujer;Apátridas;0
050;Cubas de la Sagra;Mujer;Asia;25
050;Cubas de la Sagra;Mujer;Oceanía;0
050;Cubas de la Sagra;Mujer;Otros países de América;0
050;Cubas de la Sagra;Mujer;Resto de Europa;5
050;Cubas de la Sagra;Mujer;Unión Europea;2962
053;Daganzo de Arriba;Hombre;Africa;25
053;Daganzo de Arriba;Hombre;América Central y del Caribe;4
053;Daganzo de Arriba;Hombre;América del Norte;9
053;Daganzo de Arriba;Hombre;América del Sur;79
053;Daganzo de Arriba;Hombre;Apátridas;0
053;Daganzo de Arriba;Hombre;Asia;13
053;Daganzo de Arriba;Hombre;Oceanía;0
053;Daganzo de Arriba;Hombre;Otros países de América;0
053;Daganzo de Arriba;Hombre;Resto de Europa;2
053;Daganzo de Arriba;Hombre;Unión Europea;4907
053;Daganzo de Arriba;Mujer;Africa;15
053;Daganzo de Arriba;Mujer;América Central y del Caribe;13
053;Daganzo de Arriba;Mujer;América del Norte;15
053;Daganzo de Arriba;Mujer;América del Sur;96
053;Daganzo de Arriba;Mujer;Apátridas;0
053;Daganzo de Arriba;Mujer;Asia;23
053;Daganzo de Arriba;Mujer;Oceanía;0
053;Daganzo de Arriba;Mujer;Otros países de América;0
053;Daganzo de Arriba;Mujer;Resto de Europa;9
053;Daganzo de Arriba;Mujer;Unión Europea;4872
054;Escorial (El);Hombre;Africa;134
054;Escorial (El);Hombre;América Central y del Caribe;19
054;Escorial (El);Hombre;América del Norte;16
054;Escorial (El);Hombre;América del Sur;94
054;Escorial (El);Hombre;Apátridas;0
054;Escorial (El);Hombre;Asia;30
054;Escorial (El);Hombre;Oceanía;4
054;Escorial (El);Hombre;Otros países de América;0
054;Escorial (El);Hombre;Resto de Europa;130
054;Escorial (El);Hombre;Unión Europea;7248
054;Escorial (El);Mujer;Africa;85
054;Escorial (El);Mujer;América Central y del Caribe;46
054;Escorial (El);Mujer;América del Norte;31
054;Escorial (El);Mujer;América del Sur;122
054;Escorial (El);Mujer;Apátridas;0
054;Escorial (El);Mujer;Asia;32
054;Escorial (El);Mujer;Oceanía;1
054;Escorial (El);Mujer;Otros países de América;0
054;Escorial (El);Mujer;Resto de Europa;170
054;Escorial (El);Mujer;Unión Europea;7400
055;Estremera;Hombre;Africa;7
055;Estremera;Hombre;América Central y del Caribe;0
055;Estremera;Hombre;América del Norte;0
055;Estremera;Hombre;América del Sur;5
055;Estremera;Hombre;Apátridas;0
055;Estremera;Hombre;Asia;3
055;Estremera;Hombre;Oceanía;0
055;Estremera;Hombre;Otros países de América;0
055;Estremera;Hombre;Resto de Europa;0
055;Estremera;Hombre;Unión Europea;625
055;Estremera;Mujer;Africa;7
055;Estremera;Mujer;América Central y del Caribe;0
055;Estremera;Mujer;América del Norte;1
055;Estremera;Mujer;América del Sur;6
055;Estremera;Mujer;Apátridas;0
055;Estremera;Mujer;Asia;1
055;Estremera;Mujer;Oceanía;0
055;Estremera;Mujer;Otros países de América;0
055;Estremera;Mujer;Resto de Europa;0
055;Estremera;Mujer;Unión Europea;606
056;Fresnedillas de la Oliva;Hombre;Africa;94
056;Fresnedillas de la Oliva;Hombre;América Central y del Caribe;1
056;Fresnedillas de la Oliva;Hombre;América del Norte;1
056;Fresnedillas de la Oliva;Hombre;América del Sur;15
056;Fresnedillas de la Oliva;Hombre;Apátridas;0
056;Fresnedillas de la Oliva;Hombre;Asia;3
056;Fresnedillas de la Oliva;Hombre;Oceanía;0
056;Fresnedillas de la Oliva;Hombre;Otros países de América;0
056;Fresnedillas de la Oliva;Hombre;Resto de Europa;4
056;Fresnedillas de la Oliva;Hombre;Unión Europea;674
056;Fresnedillas de la Oliva;Mujer;Africa;82
056;Fresnedillas de la Oliva;Mujer;América Central y del Caribe;1
056;Fresnedillas de la Oliva;Mujer;América del Norte;2
056;Fresnedillas de la Oliva;Mujer;América del Sur;14
056;Fresnedillas de la Oliva;Mujer;Apátridas;0
056;Fresnedillas de la Oliva;Mujer;Asia;2
056;Fresnedillas de la Oliva;Mujer;Oceanía;0
056;Fresnedillas de la Oliva;Mujer;Otros países de América;0
056;Fresnedillas de la Oliva;Mujer;Resto de Europa;6
056;Fresnedillas de la Oliva;Mujer;Unión Europea;651
057;Fresno de Torote;Hombre;Africa;16
057;Fresno de Torote;Hombre;América Central y del Caribe;1
057;Fresno de Torote;Hombre;América del Norte;2
057;Fresno de Torote;Hombre;América del Sur;17
057;Fresno de Torote;Hombre;Apátridas;0
057;Fresno de Torote;Hombre;Asia;0
057;Fresno de Torote;Hombre;Oceanía;0
057;Fresno de Torote;Hombre;Otros países de América;0
057;Fresno de Torote;Hombre;Resto de Europa;6
057;Fresno de Torote;Hombre;Unión Europea;1067
057;Fresno de Torote;Mujer;Africa;5
057;Fresno de Torote;Mujer;América Central y del Caribe;4
057;Fresno de Torote;Mujer;América del Norte;0
057;Fresno de Torote;Mujer;América del Sur;27
057;Fresno de Torote;Mujer;Apátridas;0
057;Fresno de Torote;Mujer;Asia;0
057;Fresno de Torote;Mujer;Oceanía;0
057;Fresno de Torote;Mujer;Otros países de América;0
057;Fresno de Torote;Mujer;Resto de Europa;6
057;Fresno de Torote;Mujer;Unión Europea;964
058;Fuenlabrada;Hombre;Africa;4095
058;Fuenlabrada;Hombre;América Central y del Caribe;393
058;Fuenlabrada;Hombre;América del Norte;24
058;Fuenlabrada;Hombre;América del Sur;1413
058;Fuenlabrada;Hombre;Apátridas;0
058;Fuenlabrada;Hombre;Asia;1019
058;Fuenlabrada;Hombre;Oceanía;0
058;Fuenlabrada;Hombre;Otros países de América;0
058;Fuenlabrada;Hombre;Resto de Europa;440
058;Fuenlabrada;Hombre;Unión Europea;88853
058;Fuenlabrada;Mujer;Africa;3437
058;Fuenlabrada;Mujer;América Central y del Caribe;468
058;Fuenlabrada;Mujer;América del Norte;41
058;Fuenlabrada;Mujer;América del Sur;1648
058;Fuenlabrada;Mujer;Apátridas;4
058;Fuenlabrada;Mujer;Asia;890
058;Fuenlabrada;Mujer;Oceanía;0
058;Fuenlabrada;Mujer;Otros países de América;0
058;Fuenlabrada;Mujer;Resto de Europa;518
058;Fuenlabrada;Mujer;Unión Europea;91426
059;Fuente el Saz de Jarama;Hombre;Africa;127
059;Fuente el Saz de Jarama;Hombre;América Central y del Caribe;50
059;Fuente el Saz de Jarama;Hombre;América del Norte;5
059;Fuente el Saz de Jarama;Hombre;América del Sur;101
059;Fuente el Saz de Jarama;Hombre;Apátridas;0
059;Fuente el Saz de Jarama;Hombre;Asia;20
059;Fuente el Saz de Jarama;Hombre;Oceanía;1
059;Fuente el Saz de Jarama;Hombre;Otros países de América;0
059;Fuente el Saz de Jarama;Hombre;Resto de Europa;4
059;Fuente el Saz de Jarama;Hombre;Unión Europea;2950
059;Fuente el Saz de Jarama;Mujer;Africa;91
